[Balance] --- Log dump (112070 bytes, 1210 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
18,1,-5.25,-0.07,0.00,0.00,0.00,0.00,-5.17,-1.20,-0.04,-0.02,3.92,3.55,0.00,0.00,0.00,0
39,1,-5.25,-0.05,0.00,0.00,0.00,0.00,-5.17,-1.20,-0.04,-0.02,3.92,3.55,0.00,0.00,0.00,0
58,1,-5.25,-0.06,0.00,0.00,0.00,0.00,-5.17,-1.20,-0.04,-0.02,3.92,3.55,0.00,0.00,0.00,0
79,1,-5.24,0.02,0.00,0.00,0.00,0.00,-5.17,-1.20,-0.04,-0.02,3.93,3.56,0.00,0.00,0.00,0
97,1,-5.22,0.29,0.00,0.00,0.00,0.00,-5.17,-1.20,-0.04,-0.02,3.94,3.57,0.00,0.00,0.00,0
119,1,-5.14,1.45,0.00,0.00,0.00,0.00,-5.17,-1.20,-0.04,-0.02,3.95,3.58,0.00,0.00,0.00,0
138,1,-5.06,2.37,0.00,0.00,0.00,0.00,-5.17,-1.20,-0.04,-0.02,3.97,3.59,0.00,0.00,0.00,0
159,1,-4.92,3.27,0.00,0.00,0.00,0.00,-5.17,-1.20,-0.04,0.00,3.98,3.60,0.00,0.00,0.00,0
178,1,-4.83,3.83,0.00,0.00,0.00,0.00,-5.17,-1.20,-0.01,0.00,4.00,3.61,0.00,0.00,0.00,0
199,1,-4.68,4.57,0.00,0.00,0.00,0.00,-5.17,-1.20,-0.01,0.00,4.01,3.62,0.00,0.00,0.00,0
218,1,-4.57,5.15,0.00,0.00,0.00,0.00,-5.17,-1.20,-0.01,0.00,4.02,3.63,0.00,0.00,0.00,0
238,1,-4.35,6.85,0.00,0.00,0.00,0.00,-5.17,-1.20,-0.01,0.00,4.04,3.64,0.00,0.00,0.00,0
259,1,-3.92,10.57,0.00,0.00,0.00,0.00,-5.17,-1.20,-0.01,0.00,4.05,3.65,0.00,0.00,0.00,0
279,1,-3.51,13.67,0.00,0.00,0.00,0.00,-5.17,-1.20,-0.01,0.00,4.06,3.66,0.00,0.00,0.00,0
298,1,-3.18,15.75,0.00,0.00,0.00,0.00,-5.17,-1.20,-0.01,0.00,4.08,3.67,0.00,0.00,0.00,0
319,1,-2.64,17.86,0.00,0.00,0.00,0.00,-5.17,-1.20,-0.01,0.03,4.09,3.68,0.00,0.00,0.00,0
338,1,-2.33,18.47,0.00,0.00,0.00,0.00,-5.17,-1.20,-0.02,0.03,4.11,3.69,0.00,0.00,0.00,0
