# === BALANCE CONFIG ===
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0500
# drift_max_vel=1.00
# vel_sp_kp=0.8000
# vel_sp_ki=0.1200
# sp_offset_max=4.00
# vel_filter_alpha=0.2000
# speed_acc_rad=100.00
# speed_current_limit=10.00
# sp_curve_0=0.00:90.20
# sp_curve_1=0.15:86.90
# sp_curve_2=0.50:87.30
# sp_curve_3=1.00:86.40
# base_sp_fwd=90.20
# base_sp_tip=86.40
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,sp_offset,target_vel,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
21,1,-3.08,-0.05,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.47,-0.00,-0.01,3.92,3.51,3.93,3.52,0.00,0.00,0
41,1,-3.08,-0.03,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.47,-0.00,-0.01,3.92,3.51,3.95,3.54,0.00,0.00,0
59,1,-3.09,-0.17,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.47,-0.00,-0.01,3.92,3.52,3.96,3.55,0.00,0.00,0
81,1,-3.09,-0.11,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.47,-0.00,-0.01,3.93,3.53,3.97,3.57,0.00,0.00,0
100,1,-3.07,0.03,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.47,-0.00,-0.01,3.95,3.54,3.99,3.58,0.00,0.00,0
121,1,-3.06,0.18,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.47,-0.00,0.00,3.96,3.55,4.00,3.59,0.00,0.00,0
140,1,-3.03,0.54,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.47,0.03,0.00,3.97,3.56,4.02,3.61,0.00,0.00,0
161,1,-2.97,1.23,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.47,0.03,0.00,3.98,3.57,4.03,3.62,0.00,0.00,0
180,1,-2.86,2.56,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.47,0.03,0.00,4.00,3.58,4.04,3.64,0.00,0.00,0
201,1,-2.75,3.26,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.47,0.03,0.00,4.01,3.59,4.06,3.65,0.00,0.00,0
220,1,-2.63,3.95,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.47,0.03,0.00,4.03,3.60,4.07,3.66,0.00,0.00,0
241,1,-2.51,4.53,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.47,0.03,0.00,4.04,3.61,4.09,3.68,0.00,0.00,0
260,1,-2.41,4.63,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.47,0.03,0.00,4.05,3.62,4.10,3.69,0.00,0.00,0
281,1,-2.29,4.90,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.46,0.03,0.05,4.07,3.63,4.11,3.71,0.00,0.00,0
299,1,-2.13,5.87,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.46,0.08,0.05,4.08,3.64,4.13,3.72,0.00,0.00,0
321,1,-1.91,7.61,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.46,0.08,0.05,4.09,3.65,4.14,3.73,0.00,0.00,0
340,1,-1.53,11.10,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.46,0.08,0.05,4.11,3.66,4.16,3.75,0.00,0.00,0
361,1,-1.09,14.40,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.46,0.08,0.05,4.12,3.67,4.17,3.76,0.00,0.00,0
380,1,-0.61,17.36,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.46,0.08,0.05,4.14,3.68,4.18,3.78,0.00,0.00,0
401,1,-0.15,19.07,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.46,0.08,0.05,4.15,3.69,4.20,3.79,0.00,0.00,0
420,1,0.29,19.75,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.46,0.08,0.05,4.16,3.71,4.21,3.80,0.00,0.00,0
440,1,0.71,20.08,0.00,0.00,0.00,0.0000,0.0000,-21.64,-8.46,0.08,0.03,4.18,3.72,4.23,3.82,0.00,0.00,0
461,1,1.14,20.45,0.00,0.00,0.00,0.0000,0.0000,-21.63,-8.46,0.03,0.03,4.19,3.73,4.24,3.83,0.00,0.00,0
481,1,1.58,21.02,0.00,0.00,0.00,0.0000,0.0000,-21.63,-8.46,0.03,0.03,4.20,3.74,4.25,3.85,0.00,0.00,0
501,1,2.04,21.64,0.00,0.00,0.00,0.0000,0.0000,-21.63,-8.46,0.03,0.03,4.22,3.75,4.27,3.86,0.00,0.00,0
521,1,2.51,22.25,0.00,0.00,0.00,0.0000,0.0000,-21.63,-8.46,0.03,0.03,4.23,3.77,4.28,3.87,0.00,0.00,0
540,1,2.99,22.84,0.00,0.00,0.00,0.0000,0.0000,-21.63,-8.46,0.03,0.03,4.25,3.78,4.30,3.89,0.00,0.00,0
560,1,3.48,23.37,0.00,0.00,0.00,0.0000,0.0000,-21.63,-8.46,0.03,0.03,4.26,3.79,4.31,3.90,0.00,0.00,0
581,1,3.98,23.81,0.00,0.00,0.00,0.0000,0.0000,-21.63,-8.46,0.03,0.03,4.27,3.80,4.32,3.92,0.00,0.00,0
601,1,4.47,24.10,0.00,0.00,0.00,0.0000,0.0000,-21.63,-8.46,0.03,-0.03,4.29,3.82,4.34,3.93,0.00,0.00,0
620,1,4.96,24.13,0.00,0.00,0.00,0.0000,0.0000,-21.63,-8.46,-0.05,-0.03,4.30,3.83,4.35,3.94,0.00,0.00,0
641,1,5.46,24.42,0.00,0.00,0.00,0.0000,0.0000,-21.63,-8.46,-0.05,-0.03,4.32,3.84,4.37,3.96,0.00,0.00,0
660,1,5.98,24.80,0.00,0.00,0.00,0.0000,0.0000,-21.63,-8.46,-0.05,-0.03,4.33,3.86,4.38,3.97,0.00,0.00,0
681,1,6.49,25.16,0.00,0.00,0.00,0.0000,0.0000,-21.63,-8.46,-0.05,-0.03,4.34,3.87,4.39,3.99,0.00,0.00,0
700,1,7.01,25.40,0.00,0.00,0.00,0.0000,0.0000,-21.63,-8.46,-0.05,-0.03,4.36,3.88,4.41,4.00,0.00,0.00,0
721,1,7.53,25.63,0.00,0.00,0.00,0.0000,0.0000,-21.63,-8.46,-0.05,-0.03,4.37,3.89,4.42,4.01,0.00,0.00,0
740,1,8.06,26.01,0.00,0.00,0.00,0.0000,0.0000,-21.63,-8.46,-0.05,-0.03,4.39,3.91,4.44,4.03,0.00,0.00,0
