time_s,tilt_deg,rate_dps,arm_l,arm_r,target_l,target_r,torque_l,torque_r,phase,committed,wheel_rad_s,setpoint,wheel_request,supported
0.92,86.24902441246742,-8.217278613724831,-1.1878469393178728,1.1878469393178728,-1.427846908569336,1.427846908569336,0.2591349914705945,-0.2591349914705945,2,0.0,1.4525814826111212,87.15999603271484,0.0,0.0
0.9400000000000001,86.07916503256844,-8.948260212438553,-1.2569582695290338,1.2569582695290338,-1.4969582557678223,1.4969582557678223,0.2626733588985787,-0.2626733588985787,2,0.0,1.7608120124431994,87.15999603271484,0.0,0.0
0.96,85.89437849751232,-9.707087237986686,-1.3260695997401948,1.3260695997401948,-1.5660696029663086,1.5660696029663086,0.2655305359243664,-0.2655305359243664,2,0.0,2.0975173913706184,87.15999603271484,0.0,0.0
0.98,85.69410856980234,-10.493750738951269,-1.3951809299513558,1.3951809299513558,-1.635180950164795,1.635180950164795,0.26769288102733746,-0.26769288102733746,2,0.0,2.4638380831429383,87.15999603271484,0.0,0.0
1.0,85.47779656246301,-11.308480395465903,-1.4642922601625168,1.4642922601625168,-1.7042922973632812,1.7042922973632812,0.26915007014459924,-0.26915007014459924,2,0.0,2.8609183609390634,87.15999603271484,0.0,0.0
1.02,85.24487642534007,-12.151749080296428,-1.5334035903736778,1.5334035903736778,-1.75,1.75,0.2698951459629678,-0.2698951459629678,2,0.0,3.2899053173509065,87.15999603271484,0.0,0.0
1.04,84.99477025503967,-13.024236023313179,-1.6025149205848388,1.6025149205848388,-1.75,1.75,0.26992455113648667,-0.26992455113648667,9,1.0,3.7519540724651845,87.15999603271484,3.7519540786743164,0.0
1.06,84.68451386231993,-17.661917584000804,-1.6675012507959996,1.6675012507959996,-1.7899999618530273,1.7899999618530273,0.2692991582611542,-0.2692991582611542,9,1.0,3.751954074256948,87.15999603271484,3.7519540786743164,0.0
1.08,84.27333811115926,-22.857998212286216,-1.72086258100716,1.72086258100716,-1.8299999237060547,1.8299999237060547,0.26831417622902487,-0.26831417622902487,9,1.0,3.7519540755316645,87.15999603271484,3.7519540786743164,0.0
1.1,83.75455318432006,-28.3867876734206,-1.76222391121832,1.76222391121832,-1.850000023841858,1.850000023841858,0.2672600433797058,-0.2672600433797058,9,1.0,3.751954076438537,87.15999603271484,3.7519540786743164,0.0
1.12,83.12111130447335,-34.283780060964375,-1.7915852414294795,1.7915852414294795,-1.850000023841858,1.850000023841858,0.2663587471668841,-0.2663587471668841,9,1.0,3.751954077083714,87.15999603271484,3.7519540786743164,0.0
1.1400000000000001,82.37024892428364,-40.30775545430447,-1.8148496296473047,1.8148496296473047,-1.850000023841858,1.850000023841858,0.24553832112416976,-0.24553832112416976,10,1.0,3.7519540775427127,87.15999603271484,3.7519540786743164,0.0
1.16,81.49059893212863,-46.88723443463076,-1.8290250991130539,1.8290250991130539,-1.850000023841858,1.850000023841858,0.2046885796450921,-0.2046885796450921,10,1.0,3.7519540778692586,87.15999603271484,3.7519540786743164,0.0
1.18,80.91327366564342,-10.04930677140115,-1.8356859446767309,1.8356859446767309,-1.825685977935791,1.825685977935791,1.1321794507243583,-1.1321794507243583,10,1.0,3.7519540781015737,87.15999603271484,3.6919541358947754,0.0
1.2,80.96183625576973,9.573122943297015,-1.8386558612536312,1.8386558612536312,-1.8156859874725342,1.8156859874725342,0.6268102448933148,-0.6268102448933148,10,1.0,3.734639951749043,87.15999603271484,3.6319541931152344,0.0
1.22,81.11901123872613,4.863217137266042,-1.835748258578683,1.835748258578683,-1.8056859970092773,1.8056859970092773,0.11614416511849404,-0.11614416511849404,10,1.0,3.705008019880453,87.15999603271484,3.5719542503356934,0.0
1.24,81.1353895269732,-2.1803252804953144,-1.828014164658164,1.828014164658164,-1.7961297035217285,1.7961297035217285,0.1099984064226332,-0.1099984064226332,10,1.0,3.6666128199377876,87.15999603271484,3.5119543075561523,0.0
1.26,81.01064958114078,-9.254544342050977,-1.8193529674347195,1.8193529674347195,-1.7924522161483765,1.7924522161483765,0.10651533767280405,-0.10651533767280405,10,1.0,3.6219831598684387,87.15999603271484,3.4519543647766113,0.0
1.28,80.74357352096096,-16.423389779166133,-1.8103417924343486,1.8103417924343486,-1.7924522161483765,1.7924522161483765,0.10529139042648814,-0.10529139042648814,10,1.0,3.5729181119115285,87.15999603271484,3.3919544219970703,0.0
1.3,80.33300287357505,-23.6790539946073,-1.8031272746968408,1.8031272746968408,-1.7924522161483765,1.7924522161483765,0.11560524101350686,-0.11560524101350686,10,1.0,3.5206975917383603,87.15999603271484,3.3319544792175293,0.0
1.32,79.77545712778524,-31.171923040547686,-1.7988222314685547,1.7988222314685547,-1.7924522161483765,1.7924522161483765,0.12799802734094948,-0.12799802734094948,10,1.0,3.466232170970251,87.15999603271484,3.2719545364379883,0.0
1.34,79.11897962304668,-28.883072067501846,-1.7956378943317461,1.7956378943317461,-1.7924522161483765,1.7924522161483765,0.7919622227164613,-0.7919622227164613,10,1.0,3.4101696584403447,87.15999603271484,3.2119545936584473,0.0
1.36,78.70078330929147,-15.221483577896006,-1.7921565489699878,1.7921565489699878,-1.7924522161483765,1.7924522161483765,0.6356359934511003,-0.6356359934511003,10,1.0,3.3529709254019,87.15999603271484,3.1519546508789062,0.0
1.3800000000000001,78.51245113838677,-5.503594097739057,-1.7904230643666976,1.7904230643666976,-1.7888317108154297,1.7888317108154297,0.5401242259952841,-0.5401242259952841,10,1.0,3.294963849928223,87.15999603271484,3.0919547080993652,0.0
1.4000000000000001,78.47177431570911,0.1423001049290341,-1.7897933689064138,1.7897933689064138,-1.7797141075134277,1.7797141075134277,0.4525008981617316,-0.4525008981617316,10,1.0,3.236381694628325,87.15999603271484,3.031954765319824,0.0
1.42,78.47019691332139,-0.05682525294568465,-1.788547222022235,1.788547222022235,-1.769803524017334,1.769803524017334,0.3537003097580569,-0.3537003097580569,10,1.0,3.177390409741619,87.15999603271484,2.971954822540283,0.0
1.44,78.39147598957081,-6.331466313096975,-1.7850145647663225,1.7850145647663225,-1.7850145101547241,1.7850145101547241,0.253074401762744,-0.253074401762744,3,1.0,3.1181080574045006,87.15999603271484,2.911954879760742,1.0
1.46,78.1713106028767,-13.912897841756708,-1.7791192383457473,1.7791192383457473,-1.7850145101547241,1.7850145101547241,0.23281588458834146,-0.23281588458834146,3,1.0,3.0586186306747654,87.15999603271484,2.851954936981201,1.0
1.48,77.98685342903703,-4.393173692318224,-1.7786770707940125,1.7786770707940125,-1.780214548110962,1.780214548110962,0.6022082948245888,-0.6022082948245888,3,1.0,2.9989818848132734,87.15999603271484,2.79195499420166,1.0
1.5,77.98097496937204,2.1358282500702375,-1.779653006386981,1.779653006386981,-1.7754145860671997,1.7754145860671997,0.47085138385534475,-0.47085138385534475,3,1.0,2.9392403315619973,87.15999603271484,2.731955051422119,1.0
1.52,78.0081064768167,0.8843437650680319,-1.7791411742696506,1.7791411742696506,-1.7706146240234375,1.7706146240234375,0.3381878205383819,-0.3381878205383819,3,1.0,2.8794242150898905,87.15999603271484,2.671955108642578,1.0
1.54,77.97129783696737,-3.2804217023718194,-1.7772256965677324,1.7772256965677324,-1.7658146619796753,1.7658146619796753,0.30058697467309303,-0.30058697467309303,3,1.0,2.819555052034791,87.15999603271484,2.611955165863037,1.0
1.56,77.84622769133969,-7.60708530844414,-1.774174714557517,1.774174714557517,-1.761014699935913,1.761014699935913,0.3128113472408084,-0.3128113472408084,3,1.0,2.7596481499987857,87.15999603271484,2.551955223083496,1.0
1.58,77.64522134002573,-10.892269692898433,-1.7703095448681876,1.7703095448681876,-1.7562147378921509,1.7562147378921509,0.34365464743147767,-0.34365464743147767,3,1.0,2.699714399283761,87.15999603271484,2.491955280303955,1.0
1.6,77.39306032737373,-12.885280083017156,-1.7659241109395758,1.7659241109395758,-1.7562147378921509,1.7562147378921509,0.375359941067285,-0.375359941067285,3,1.0,2.639761547587528,87.15999603271484,2.431955337524414,1.0
1.62,77.11361880951324,-13.803623904627836,-1.761245992404457,1.761245992404457,-1.7562147378921509,1.7562147378921509,0.40019027391025097,-0.40019027391025097,3,1.0,2.5797951068620977,87.15999603271484,2.371955394744873,1.0
1.6400000000000001,76.87073708759318,-10.518642879985938,-1.7579874071294372,1.7579874071294372,-1.7514147758483887,1.7514147758483887,0.46551187680610995,-0.46551187680610995,3,1.0,2.5198189984807233,87.15999603271484,2.311955451965332,1.0
1.6600000000000001,76.70727719833886,-6.350521705340026,-1.7559220717457276,1.7559220717457276,-1.7466148138046265,1.7466148138046265,0.470230332269316,-0.470230332269316,3,1.0,2.4598360122297,87.15999603271484,2.251955509185791,1.0
1.68,76.57479239607336,-6.363901096266079,-1.7531900859945844,1.7531900859945844,-1.7418148517608643,1.7418148517608643,0.39948796416117816,-0.39948796416117816,3,1.0,2.3998481328493426,87.15999603271484,2.19195556640625,1.0
1.7,76.41973576484608,-8.083049186890786,-1.7498056146697016,1.7498056146697016,-1.737014889717102,1.737014889717102,0.3769054241106028,-0.3769054241106028,3,1.0,2.339856772345338,87.15999603271484,2.131955623626709,1.0
1.72,76.22553877735182,-10.076162381892887,-1.7458778406728848,1.7458778406728848,-1.7322149276733398,1.7322149276733398,0.38077146530002054,-0.38077146530002054,3,1.0,2.279862935262231,87.15999603271484,2.071955680847168,1.0
1.74,75.9952926870083,-11.6714827189667,-1.7415506551177982,1.7415506551177982,-1.7274149656295776,1.7274149656295776,0.39552726406209104,-0.39552726406209104,3,1.0,2.219867336264101,87.15999603271484,2.011955738067627,1.0
1.76,75.73962526718603,-12.684041485373493,-1.7369618065264278,1.7369618065264278,-1.7274149656295776,1.7274149656295776,0.4119404607227409,-0.4119404607227409,3,1.0,2.1598704837850926,87.15999603271484,1.951955795288086,1.0
1.78,75.46969843748043,-13.181583584912014,-1.7322213771777424,1.7322213771777424,-1.7274149656295776,1.7274149656295776,0.4256977443194745,-0.4256977443194745,3,1.0,2.099872739540994,87.15999603271484,1.891955852508545,1.0
1.8,75.24025707166815,-9.847023599682908,-1.7289664431708593,1.7289664431708593,-1.7226150035858154,1.7226150035858154,0.4842895292599645,-0.4842895292599645,3,1.0,2.039874360867611,87.15999603271484,1.831955909729004,1.0
1.82,75.08890046241575,-5.812422358364463,-1.7269237549646996,1.7269237549646996,-1.7178150415420532,1.7178150415420532,0.48620407075190053,-0.48620407075190053,3,1.0,1.9798755308415987,87.15999603271484,1.771955966949463,1.0
1.84,74.9653279063271,-5.993470700916157,-1.7242103240033935,1.7242103240033935,-1.713015079498291,1.713015079498291,0.41538669290231245,-0.41538669290231245,3,1.0,1.9198763797093576,87.15999603271484,1.7119560241699219,1.0
1.86,74.81606497772212,-7.854170057441335,-1.7208351075282673,1.7208351075282673,-1.7082151174545288,1.7082151174545288,0.3936804617953497,-0.3936804617953497,3,1.0,1.8598770001322067,87.15999603271484,1.6519560813903809,1.0
1.8800000000000001,74.62533706109701,-9.94296894624588,-1.716908602465033,1.716908602465033,-1.7034151554107666,1.7034151554107666,0.39860525690307486,-0.39860525690307486,3,1.0,1.7998774580322765,87.15999603271484,1.5919561386108398,1.0
1.9000000000000001,74.39714464536391,-11.59095194770156,-1.712577977533714,1.712577977533714,-1.6986151933670044,1.6986151933670044,0.414221547379937,-0.414221547379937,3,1.0,1.739877800308612,87.15999603271484,1.5319561958312988,1.0
1.92,74.14284894005438,-12.625044513804038,-1.7079839988268706,1.7079839988268706,-1.6986151933670044,1.6986151933670044,0.4311811390963192,-0.4311811390963192,3,1.0,1.6798780603266437,87.15999603271484,1.4719562530517578,1.0
1.94,73.87408790509653,-13.125808611134453,-1.7032387255543444,1.7032387255543444,-1.6986151933670044,1.6986151933670044,0.4451987868307924,-0.4451987868307924,3,1.0,1.6198782618235723,87.15999603271484,1.4119563102722168,1.0
1.96,73.64563757131125,-9.803207294865492,-1.6999817672410376,1.6999817672410376,-1.6938152313232422,1.6938152313232422,0.5035953568833874,-0.5035953568833874,3,1.0,1.5598784216867772,87.15999603271484,1.3519563674926758,1.0
1.98,73.49498350203032,-5.78422929249522,-1.6979384085544968,1.6979384085544968,-1.68901526927948,1.68901526927948,0.5054482706793434,-0.5054482706793434,3,1.0,1.499878551930462,87.15999603271484,1.2919564247131348,1.0
2.0,73.37201976032847,-5.96312361413527,-1.6952230432198314,1.6952230432198314,-1.6842153072357178,1.6842153072357178,0.4349263154139313,-0.4349263154139313,3,1.0,1.439878661101904,87.15999603271484,1.2319564819335938,1.0
2.02,73.22352509851943,-7.812386796688467,-1.6918457523936985,1.6918457523936985,-1.6794153451919556,1.6794153451919556,0.4133239624789227,-0.4133239624789227,3,1.0,1.3798787552819003,87.15999603271484,1.1719565391540527,1.0
2.04,73.03383274563056,-9.887121308409776,-1.6879178063643168,1.6879178063643168,-1.6746153831481934,1.6746153831481934,0.41820515181696316,-0.41820515181696316,3,1.0,1.3198788387965181,87.15999603271484,1.1119565963745117,1.0
2.06,72.80694300799246,-11.522751571748884,-1.6835866128997392,1.6835866128997392,-1.6698154211044312,1.6698154211044312,0.43369083790472185,-0.43369083790472185,3,1.0,1.2598789147234555,87.15999603271484,1.0519566535949707,1.0
2.08,72.55415706723326,-12.548191593326967,-1.6789928355795125,1.6789928355795125,-1.6698154211044312,1.6698154211044312,0.4504870347369736,-0.4504870347369736,3,1.0,1.199878985252282,87.15999603271484,0.9919566512107849,1.0
2.1,72.287034047874,-13.044230343501301,-1.67424827893175,1.67424827893175,-1.6698154211044312,1.6698154211044312,0.46434537441363316,-0.46434537441363316,3,1.0,1.1398790347406695,87.15999603271484,0.9319566488265991,1.0
2.12,72.06006712716704,-9.736687048292604,-1.6709938371302322,1.6709938371302322,-1.665015459060669,1.665015459060669,0.5223601561377936,-0.5223601561377936,3,1.0,1.079879069260238,87.15999603271484,0.8719566464424133,1.0
2.14,71.91049347293519,-5.7403053336235494,-1.668952981705862,1.668952981705862,-1.6602154970169067,1.6602154970169067,0.5241027744915476,-0.5241027744915476,3,1.0,1.019879093130525,87.15999603271484,0.8119566440582275,1.0
2.16,71.78836892914826,-5.924332341994264,-1.666237659929992,1.666237659929992,-1.6554155349731445,1.6554155349731445,0.45388953149946965,-0.45388953149946965,3,1.0,0.959879109424584,87.15999603271484,0.7519566416740417,1.0
2.18,71.64074302223021,-7.767877205123874,-1.6628593364758577,1.6628593364758577,-1.6506155729293823,1.6506155729293823,0.4324341775153645,-0.4324341775153645,3,1.0,0.8998791203286796,87.15999603271484,0.691956639289856,1.0
2.2,71.45209527555465,-9.832220275062912,-1.6589303701002063,1.6589303701002063,-1.6458156108856201,1.6458156108856201,0.43731760935668007,-0.43731760935668007,3,1.0,0.8398791273981885,87.15999603271484,0.6319566369056702,1.0
2.22,71.22646447344061,-11.457393955891291,-1.654598678432724,1.654598678432724,-1.641015648841858,1.641015648841858,0.4527087040188411,-0.4527087040188411,3,1.0,0.7798791317396536,87.15999603271484,0.5719566345214844,1.0
2.24,70.97512146768196,-12.474836035148435,-1.650005016026217,1.650005016026217,-1.641015648841858,1.641015648841858,0.469364438260474,-0.469364438260474,3,1.0,0.7198791341403041,87.15999603271484,0.5119566321372986,1.0
2.2600000000000002,70.7095653075561,-12.966091325862568,-1.645261050157861,1.645261050157861,-1.641015648841858,1.641015648841858,0.4830749432810161,-0.4830749432810161,3,1.0,0.6598791351601989,87.15999603271484,0.4519566297531128,1.0
2.2800000000000002,70.48402126127327,-9.67280918602486,-1.642008977796778,1.642008977796778,-1.6362156867980957,1.6362156867980957,0.5407185874831675,-0.5407185874831675,3,1.0,0.5998791351977814,87.15999603271484,0.391956627368927,1.0
2.3000000000000003,70.33548650917425,-5.698014387535056,-1.6399705148824395,1.6399705148824395,-1.6314157247543335,1.6314157247543335,0.5423512768209932,-0.5423512768209932,3,1.0,0.5398791345365166,87.15999603271484,0.3319566249847412,1.0
2.32,70.21417345620726,-5.886708762284602,-1.6372552203276285,1.6372552203276285,-1.6266157627105713,1.6266157627105713,0.4724343786439106,-0.4724343786439106,3,1.0,0.4798791333780701,87.15999603271484,0.2719566226005554,1.0
2.34,70.06739295973628,-7.7244871576192065,-1.6338758997241232,1.6338758997241232,-1.621815800666809,1.621815800666809,0.45111738421934633,-0.45111738421934633,3,1.0,0.4198791318659131,87.15999603271484,0.21195662021636963,1.0
2.36,69.8797644812247,-9.7786275341999,-1.629945962209143,1.629945962209143,-1.6170158386230469,1.6170158386230469,0.45599858911951713,-0.45599858911951713,3,1.0,0.35987913010211553,87.15999603271484,0.15195661783218384,1.0
2.38,69.65536244139545,-11.393607853271721,-1.625613813680989,1.625613813680989,-1.6122158765792847,1.6122158765792847,0.47129381576563534,-0.47129381576563534,3,1.0,0.2998791281592932,87.15999603271484,0.09195661544799805,1.0
2.4,69.40542715472685,-12.40328452066031,-1.6210202920895829,1.6210202920895829,-1.6122158765792847,1.6122158765792847,0.4878095846059969,-0.4878095846059969,3,1.0,0.23987912608910694,87.15999603271484,0.031956616789102554,1.0
2.42,69.14139881342965,-12.889911955742122,-1.616276928692934,1.616276928692934,-1.6122158765792847,1.6122158765792847,0.5013733089790559,-0.5013733089790559,3,1.0,0.17987912500331368,87.15999603271484,0.0,1.0
2.44,68.91774453310884,-9.574398883341589,-1.6130289968578744,1.6130289968578744,-1.6074159145355225,1.6074159145355225,0.5577339032786099,-0.5577339032786099,3,1.0,0.1279715766967575,87.15999603271484,0.0,1.0
2.46,68.77201713002908,-5.547146020840094,-1.6110004185276146,1.6110004185276146,-1.6026159524917603,1.6026159524917603,0.5570217775795365,-0.5570217775795365,3,1.0,0.09104294031868564,87.15999603271484,0.0,1.0
2.48,68.6545683287079,-5.68846458867761,-1.6082993731603403,1.6082993731603403,-1.597815990447998,1.597815990447998,0.4849655103786724,-0.4849655103786724,3,1.0,0.06477076547640735,87.15999603271484,0.0,1.0
2.5,68.51231965217261,-7.5047990945830865,-1.6049368826016377,1.6049368826016377,-1.5930160284042358,1.5930160284042358,0.4617556994266757,-0.4617556994266757,3,1.0,0.04607992718287382,87.15999603271484,0.0,1.0
2.52,68.32935722500241,-9.562831623290936,-1.601023831170913,1.601023831170913,-1.5882160663604736,1.5882160663604736,0.46519869539277714,-0.46519869539277714,3,1.0,0.03278268634871058,87.15999603271484,0.0,1.0
2.54,68.10933900777736,-11.198488782012756,-1.5967066594936221,1.5967066594936221,-1.5834161043167114,1.5834161043167114,0.47951770530860266,-0.47951770530860266,3,1.0,0.023322617676300547,87.15999603271484,0.0,1.0
2.56,67.8632769567768,-12.236245679066055,-1.592125209843047,1.592125209843047,-1.5834161043167114,1.5834161043167114,0.49543197013977636,-0.49543197013977636,3,1.0,0.016592432038330544,87.15999603271484,0.0,1.0
2.58,67.6025477155662,-12.751245917047001,-1.5873908521948035,1.5873908521948035,-1.5834161043167114,1.5834161043167114,0.5086557018557508,-0.5086557018557508,3,1.0,0.011804369679582535,87.15999603271484,0.0,1.0
2.6,67.38096244561937,-9.511776492368712,-1.5841487702356098,1.5841487702356098,-1.5786161422729492,1.5786161422729492,0.5655362015990104,-0.5655362015990104,3,1.0,0.008397993929422028,87.15999603271484,0.0,1.0
2.62,67.23520593094173,-5.597332040046905,-1.5821181735047256,1.5821181735047256,-1.573816180229187,1.573816180229187,0.566969398192508,-0.566969398192508,3,1.0,0.005974592795123595,87.15999603271484,0.0,1.0
2.64,67.11593447694311,-5.8073543548569,-1.5794048329219963,1.5794048329219963,-1.5690162181854248,1.5690162181854248,0.49764149725951623,-0.49764149725951623,3,1.0,0.004250510225124616,87.15999603271484,0.0,1.0
2.66,66.97106890536071,-7.641713801321039,-1.576024632305889,1.576024632305889,-1.5642162561416626,1.5642162561416626,0.47660328537621494,-0.47660328537621494,3,1.0,0.003023944525329808,87.15999603271484,0.0,1.0
2.68,66.78557413959263,-9.680730819058418,-1.5720933956025716,1.5720933956025716,-1.5594162940979004,1.5594162940979004,0.4814814829557741,-0.4814814829557741,3,1.0,0.0021513277248977865,87.15999603271484,0.0,1.0
2.7,66.56364247904175,-11.27863903148021,-1.5677607076132498,1.5677607076132498,-1.5546163320541382,1.5546163320541382,0.4965837942529654,-0.4965837942529654,3,1.0,0.0015305211260147403,87.15999603271484,0.0,1.0
2.72,66.31648476469768,-12.274793953438268,-1.5631676959288674,1.5631676959288674,-1.5546163320541382,1.5546163320541382,0.5128158601671182,-0.5128158601671182,3,1.0,0.0010888600979140559,87.15999603271484,0.0,1.0
2.74,66.05544393907282,-12.753348289776584,-1.5584256900015871,1.5584256900015871,-1.5546163320541382,1.5546163320541382,0.5260804414461108,-0.5260804414461108,3,1.0,0.0007746487733342072,87.15999603271484,0.0,1.0
2.7600000000000002,65.83399000817518,-9.501201898258751,-1.555180556277469,1.555180556277469,-1.549816370010376,1.549816370010376,0.5826520922135732,-0.5826520922135732,3,1.0,0.0005511091123439775,87.15999603271484,0.0,1.0
2.7800000000000002,65.68844579139906,-5.588054260778654,-1.553149069902922,1.553149069902922,-1.5450164079666138,1.5450164079666138,0.5839590336565801,-0.5839590336565801,3,1.0,0.0003920760790742673,87.15999603271484,0.0,1.0
2.8000000000000003,65.56947425426085,-5.790188654590975,-1.5504340549748878,1.5504340549748878,-1.5402164459228516,1.5402164459228516,0.5148663886958189,-0.5148663886958189,3,1.0,0.00027893505721296024,87.15999603271484,0.0,1.0
2.82,65.42512655958535,-7.611896857624283,-1.5470520844563203,1.5470520844563203,-1.5354164838790894,1.5354164838790894,0.49392512254301213,-0.49392512254301213,3,1.0,0.00019844303260250568,87.15999603271484,0.0,1.0
2.84,65.24041753142251,-9.63744222145449,-1.5431195546857341,1.5431195546857341,-1.5306165218353271,1.5306165218353271,0.49878388605076485,-0.49878388605076485,3,1.0,0.0001411785151065243,87.15999603271484,0.0,1.0
2.86,65.01952229281206,-11.223841131567827,-1.5387862590789223,1.5387862590789223,-1.525816559791565,1.525816559791565,0.5137917379796307,-0.5137917379796307,3,1.0,0.00010043876505156498,87.15999603271484,0.0,1.0
2.88,64.77359545163404,-12.21175617264101,-1.5341932746597617,1.5341932746597617,-1.525816559791565,1.525816559791565,0.5298953945594778,-0.5298953945594778,3,1.0,7.145524598747725e-05,87.15999603271484,0.0,1.0
2.9,64.5139118743414,-12.685434226133781,-1.5294517502547207,1.5294517502547207,-1.525816559791565,1.525816559791565,0.5430276464224796,-0.5430276464224796,3,1.0,5.083547349979416e-05,87.15999603271484,0.0,1.0
2.92,64.29369568117478,-9.445646378703005,-1.5262087001586895,1.5262087001586895,-1.5210165977478027,1.5210165977478027,0.5992698227329631,-0.5992698227329631,3,1.0,3.616592918035957e-05,87.15999603271484,0.0,1.0
2.94,64.14905335672624,-5.551432036448972,-1.5241793162295347,1.5241793162295347,-1.5162166357040405,1.5162166357040405,0.600481709921541,-0.600481709921541,3,1.0,2.572956133641758e-05,87.15999603271484,0.0,1.0
2.96,64.03078782186952,-5.757372998303955,-1.5214642881665421,1.5214642881665421,-1.5114166736602783,1.5114166736602783,0.5316539570572077,-0.5316539570572077,3,1.0,1.830480625184624e-05,87.15999603271484,0.0,1.0
2.98,63.88718289947977,-7.573643604368033,-1.518081405040627,1.518081405040627,-1.5066167116165161,1.5066167116165161,0.5108326134962136,-0.5108326134962136,3,1.0,1.3022605692207329e-05,87.15999603271484,0.0,1.0
3.0,63.7033766821434,-9.589874343642713,-1.5141480080759346,1.5141480080759346,-1.501816749572754,1.501816749572754,0.5156830780586101,-0.5156830780586101,3,1.0,9.264684732601631e-06,87.15999603271484,0.0,1.0
3.02,63.483574662712755,-11.167028064979501,-1.5098143259703143,1.5098143259703143,-1.4970167875289917,1.4970167875289917,0.5305973057480255,-0.5305973057480255,3,1.0,6.591183456154605e-06,87.15999603271484,0.0,1.0
3.04,63.238903254917126,-12.147901299737633,-1.5052215067419012,1.5052215067419012,-1.4970167875289917,1.4970167875289917,0.5465668662209532,-0.5465668662209532,3,1.0,4.689171904556182e-06,87.15999603271484,0.0,1.0
3.06,62.98058426403653,-12.6173580173051,-1.500480573861998,1.500480573861998,-1.4970167875289917,1.4970167875289917,0.5595582222543691,-0.5595582222543691,3,1.0,3.3360220204380975e-06,87.15999603271484,0.0,1.0
3.08,62.761608469338704,-9.38991885459353,-1.497239669183568,1.497239669183568,-1.4922168254852295,1.4922168254852295,0.615468846535395,-0.615468846535395,3,1.0,2.373349313560988e-06,87.15999603271484,0.0,1.0
3.1,62.61787422344134,-5.51437984761625,-1.495212441420121,1.495212441420121,-1.4874168634414673,1.4874168634414673,0.6165791753794512,-0.6165791753794512,3,1.0,1.6884741556474192e-06,87.15999603271484,0.0,1.0
3.12,62.50032100920601,-5.724287446676144,-1.4924975008946024,1.4924975008946024,-1.482616901397705,1.482616901397705,0.5480013494866072,-0.5480013494866072,3,1.0,1.2012327717624042e-06,87.15999603271484,0.0,1.0
3.14,62.35745878061215,-7.535540611839887,-1.4891138161564865,1.4891138161564865,-1.4778169393539429,1.4778169393539429,0.527290806018813,-0.527290806018813,3,1.0,8.54594171388254e-07,87.15999603271484,0.0,1.0
3.16,62.174545639568564,-9.542965492980215,-1.485179645967619,1.485179645967619,-1.4730169773101807,1.4730169773101807,0.5321288607398873,-0.5321288607398873,3,1.0,6.079847427899106e-07,87.15999603271484,0.0,1.0
3.18,61.95581724528477,-11.111339963907115,-1.4808456433621404,1.4808456433621404,-1.4682170152664185,1.4682170152664185,0.546948679334105,-0.546948679334105,3,1.0,4.3253916284596173e-07,87.15999603271484,0.0,1.0
3.2,61.71237355024067,-12.0855253116139,-1.4762530281423172,1.4762530281423172,-1.4682170152664185,1.4682170152664185,0.5627849909026816,-0.5627849909026816,3,1.0,3.0772174732044955e-07,87.15999603271484,0.0,1.0
3.22,61.455385783895736,-12.55098727053269,-1.4715127052238428,1.4715127052238428,-1.4682170152664185,1.4682170152664185,0.5756366816847993,-0.5756366816847993,3,1.0,2.1892277487870635e-07,87.15999603271484,0.0,1.0
3.24,61.23761900762064,-9.335602134362436,-1.4682739133684937,1.4682739133684937,-1.4634170532226562,1.4634170532226562,0.6312233419402785,-0.6312233419402785,3,1.0,1.5574843759964495e-07,87.15999603271484,0.0,1.0
3.2600000000000002,61.09477024062038,-5.478226353155768,-1.4662488028801794,1.4662488028801794,-1.458617091178894,1.458617091178894,0.6322335808927597,-0.6322335808927597,3,1.0,1.1080425884502127e-07,87.15999603271484,0.0,1.0
3.2800000000000002,60.97791196468915,-5.692005925924177,-1.4635339666613956,1.4635339666613956,-1.4538171291351318,1.4538171291351318,0.5638966087722135,-0.5638966087722135,3,1.0,7.882957907901647e-08,87.15999603271484,0.0,1.0
3.3000000000000003,60.83577368122551,-7.498415018682476,-1.4601495213715396,1.4601495213715396,-1.4490171670913696,1.4490171670913696,0.5432916025446866,-0.5432916025446866,3,1.0,5.608180229305444e-08,87.15999603271484,0.0,1.0
3.3200000000000003,60.653729891545,-9.497321112353406,-1.4562146178693733,1.4562146178693733,-1.4442172050476074,1.4442172050476074,0.5481154165038162,-0.5481154165038162,3,1.0,3.9898329855150196e-08,87.15999603271484,0.0,1.0
3.34,60.43604556240873,-11.057198268757572,-1.4518803216806115,1.4518803216806115,-1.4394172430038452,1.4394172430038452,0.562841251846816,-0.562841251846816,3,1.0,2.8384906692407032e-08,87.15999603271484,0.0,1.0
3.36,60.19379510218816,-12.024907693359406,-1.4472879226379898,1.4472879226379898,-1.4394172430038452,1.4394172430038452,0.57854573968294,-0.57854573968294,3,1.0,2.0193901119714442e-08,87.15999603271484,0.0,1.0
3.38,59.93810082956947,-12.486498916477197,-1.4425482108052923,1.4425482108052923,-1.4394172430038452,1.4394172430038452,0.5912592538056385,-0.5912592538056385,3,1.0,1.4366566247754797e-08,87.15999603271484,0.0,1.0
