time_s,tilt_deg,rate_dps,arm_l,arm_r,target_l,target_r,torque_l,torque_r,phase,supported,wheel_rad_s
6.0200000000000005,91.9821470349759,0.8898171453489131,-1.362707377004988,1.362707377004988,-1.3849989175796509,1.3849989175796509,0.17611695105802902,-0.17611695105802902,2,0.0,0
6.04,91.99994362830138,0.889817144860381,-1.3677073722366164,1.3677073722366164,-1.3899989128112793,1.3899989128112793,0.17630068006162242,-0.17630068006162242,2,0.0,0
6.0600000000000005,92.01774022161749,0.8898171444069215,-1.3727073674682448,1.3727073674682448,-1.3949989080429077,1.3949989080429077,0.17648000156580326,-0.17648000156580326,2,0.0,0
6.08,92.03553681492491,0.8898171439860895,-1.3777073626998733,1.3777073626998733,-1.3999989032745361,1.3999989032745361,0.17665491108755177,-0.17665491108755177,2,0.0,0
6.1000000000000005,92.05333340822426,0.8898171435956037,-1.3827073579315017,1.3827073579315017,-1.4049988985061646,1.4049988985061646,0.17682540425414742,-0.17682540425414742,2,0.0,0
6.12,92.07113000151615,0.8898171432333293,-1.38770735316313,1.38770735316313,-1.409998893737793,1.409998893737793,0.17699147680327798,-0.17699147680327798,2,0.0,0
6.140000000000001,92.08892659480105,0.8898171428972809,-1.3927073483947585,1.3927073483947585,-1.4149988889694214,1.4149988889694214,0.17715312458314636,-0.17715312458314636,2,0.0,0
6.16,92.10672318807956,0.8898171425856024,-1.397707343626387,1.397707343626387,-1.4199988842010498,1.4199988842010498,0.17731034355257413,-0.17731034355257413,2,0.0,0
6.18,92.12451978135203,0.88981714229657,-1.4027073388580154,1.4027073388580154,-1.4249988794326782,1.4249988794326782,0.1774631297811028,-0.1774631297811028,2,0.0,0
6.2,92.142316374619,0.8898171420285761,-1.4077073340896438,1.4077073340896438,-1.4299988746643066,1.4299988746643066,0.1776114794490918,-0.1776114794490918,2,0.0,0
6.22,92.1601129678808,0.8898171417801163,-1.4127073293212722,1.4127073293212722,-1.434998869895935,1.434998869895935,0.17775538884781436,-0.17775538884781436,2,0.0,0
6.24,92.17790956113787,0.8898171415497973,-1.4177073245529006,1.4177073245529006,-1.4399988651275635,1.4399988651275635,0.17789485437954983,-0.17789485437954983,2,0.0,0
6.26,92.19570615439052,0.8898171413363125,-1.422707319784529,1.422707319784529,-1.444998860359192,1.444998860359192,0.17802987255767375,-0.17802987255767375,2,0.0,0
6.28,92.21350274763908,0.889817141138447,-1.4277073150161574,1.4277073150161574,-1.4499988555908203,1.4499988555908203,0.17816044000674522,-0.17816044000674522,2,0.0,0
6.3,92.23129934088385,0.8898171409550806,-1.4327073102477859,1.4327073102477859,-1.4549988508224487,1.4549988508224487,0.178286553462591,-0.178286553462591,2,0.0,0
6.32,92.24909593412511,0.8898171407851695,-1.4377073054794143,1.4377073054794143,-1.4599988460540771,1.4599988460540771,0.1784082097723873,-0.1784082097723873,2,0.0,0
6.34,92.2668925273631,0.8898171406277388,-1.4427073007110427,1.4427073007110427,-1.4649988412857056,1.4649988412857056,0.17852540589473853,-0.17852540589473853,2,0.0,0
6.36,92.28468912059806,0.889817140481893,-1.4477072959426711,1.4477072959426711,-1.469998836517334,1.469998836517334,0.17863813889975327,-0.17863813889975327,2,0.0,0
6.38,92.30248571383022,0.8898171403467882,-1.4527072911742995,1.4527072911742995,-1.4749988317489624,1.4749988317489624,0.1787464059691177,-0.1787464059691177,2,0.0,0
6.4,92.32028230705983,0.8898171402216458,-1.457707286405928,1.457707286405928,-1.4799988269805908,1.4799988269805908,0.17885020439616583,-0.17885020439616583,2,0.0,0
6.42,92.33807890028702,0.8898171401057307,-1.4627072816375564,1.4627072816375564,-1.4849988222122192,1.4849988222122192,0.17894953158594737,-0.17894953158594737,2,0.0,0
6.44,92.35587549351197,0.8898171399983789,-1.4677072768691848,1.4677072768691848,-1.4899988174438477,1.4899988174438477,0.17904438505529247,-0.17904438505529247,2,0.0,0
6.46,92.37367208673489,0.8898171398989576,-1.4727072721008132,1.4727072721008132,-1.494998812675476,1.494998812675476,0.17913476243287388,-0.17913476243287388,2,0.0,0
6.48,92.39146867995589,0.8898171398068945,-1.4777072673324416,1.4777072673324416,-1.4999988079071045,1.4999988079071045,0.17922066145926616,-0.17922066145926616,2,0.0,0
6.5,92.40926527317512,0.8898171397216492,-1.48270726256407,1.48270726256407,-1.504998803138733,1.504998803138733,0.17930207998700223,-0.17930207998700223,2,0.0,0
6.5200000000000005,92.42706186639273,0.8898171396427194,-1.4877072577956985,1.4877072577956985,-1.5099987983703613,1.5099987983703613,0.17937901598062705,-0.17937901598062705,2,0.0,0
6.54,92.44485845960882,0.8898171395696419,-1.4927072530273269,1.4927072530273269,-1.5149987936019897,1.5149987936019897,0.17945146751674837,-0.17945146751674837,2,0.0,0
6.5600000000000005,92.46265505282352,0.8898171395019856,-1.4977072482589553,1.4977072482589553,-1.5199987888336182,1.5199987888336182,0.17951943278408508,-0.17951943278408508,2,0.0,0
6.58,92.48045164603691,0.889817139439353,-1.5027072434905837,1.5027072434905837,-1.5249987840652466,1.5249987840652466,0.1795829100835123,-0.1795829100835123,2,0.0,0
6.6000000000000005,92.4982482392491,0.889817139381378,-1.5077072387222121,1.5077072387222121,-1.529998779296875,1.529998779296875,0.1796418978281038,-0.1796418978281038,2,0.0,0
6.62,92.51604483246018,0.8898171393277178,-1.5127072339538405,1.5127072339538405,-1.5349987745285034,1.5349987745285034,0.1796963945431719,-0.1796963945431719,2,0.0,0
6.640000000000001,92.53384142567023,0.8898171392780461,-1.517707229185469,1.517707229185469,-1.5399987697601318,1.5399987697601318,0.17974639886630417,-0.17974639886630417,2,0.0,0
6.66,92.55163801887934,0.8898171392320714,-1.5227072244170974,1.5227072244170974,-1.5449987649917603,1.5449987649917603,0.1797919095473975,-0.1797919095473975,2,0.0,0
6.68,92.56943461208758,0.8898171391895118,-1.5277072196487258,1.5277072196487258,-1.5499987602233887,1.5499987602233887,0.1798329254486894,-0.1798329254486894,2,0.0,0
6.7,92.587231205295,0.8898171391501208,-1.5327072148803542,1.5327072148803542,-1.554998755455017,1.554998755455017,0.17986944554478643,-0.17986944554478643,2,0.0,0
6.72,92.60502779850165,0.889817139113665,-1.5377072101119826,1.5377072101119826,-1.5599987506866455,1.5599987506866455,0.17990146892268985,-0.17990146892268985,2,0.0,0
6.74,92.62282439170761,0.8898171390799274,-1.542707205343611,1.542707205343611,-1.564998745918274,1.564998745918274,0.17992899478181837,-0.17992899478181837,2,0.0,0
6.76,92.64062098491291,0.8898171390487067,-1.5477072005752395,1.5477072005752395,-1.5699987411499023,1.5699987411499023,0.1799520224340283,-0.1799520224340283,2,0.0,0
6.78,92.65841757811762,0.8898171390198174,-1.552707195806868,1.552707195806868,-1.5749987363815308,1.5749987363815308,0.17997055130363063,-0.17997055130363063,2,0.0,0
6.8,92.67621417132177,0.8898171389930882,-1.5577071910384963,1.5577071910384963,-1.5799987316131592,1.5799987316131592,0.17998458092740544,-0.17998458092740544,2,0.0,0
6.82,92.6940107645254,0.8898171389683606,-1.5627071862701247,1.5627071862701247,-1.5849987268447876,1.5849987268447876,0.17999411095461354,-0.17999411095461354,2,0.0,0
6.84,92.71180735772857,0.8898171389454858,-1.5677071815017531,1.5677071815017531,-1.589998722076416,1.589998722076416,0.1799991411470052,-0.1799991411470052,2,0.0,0
6.86,92.7296039509313,0.8898171389243203,-1.5727071767333816,1.5727071767333816,-1.5949987173080444,1.5949987173080444,0.1799996713788261,-0.1799996713788261,2,0.0,0
6.88,92.74740054413363,0.889817138904735,-1.57770717196501,1.57770717196501,-1.5999987125396729,1.5999987125396729,0.17999570163682058,-0.17999570163682058,2,0.0,0
6.9,92.76519713733558,0.8898171388866172,-1.5827071671966384,1.5827071671966384,-1.6049987077713013,1.6049987077713013,0.17998723202023167,-0.17998723202023167,2,0.0,0
6.92,92.78299373053719,0.8898171388698547,-1.5877071624282668,1.5877071624282668,-1.6099987030029297,1.6099987030029297,0.17997426274079903,-0.17997426274079903,2,0.0,0
6.94,92.80079032373847,0.8898171388543435,-1.5927071576598952,1.5927071576598952,-1.614998698234558,1.614998698234558,0.17995679412275334,-0.17995679412275334,2,0.0,0
6.96,92.81858691693945,0.8898171388399957,-1.5977071528915237,1.5977071528915237,-1.6199986934661865,1.6199986934661865,0.1799348266028083,-0.1799348266028083,2,0.0,0
6.98,92.83638351014017,0.8898171388267188,-1.602707148123152,1.602707148123152,-1.624998688697815,1.624998688697815,0.17990836073014965,-0.17990836073014965,2,0.0,0
7.0,92.85418010334064,0.8898171388144317,-1.6077071433547805,1.6077071433547805,-1.6299986839294434,1.6299986839294434,0.17987739716642168,-0.17987739716642168,2,0.0,0
7.0200000000000005,92.87197669654086,0.8898171388030659,-1.612707138586409,1.612707138586409,-1.6349986791610718,1.6349986791610718,0.1798419366857103,-0.1798419366857103,2,0.0,0
7.04,92.88977328974086,0.8898171387925489,-1.6177071338180373,1.6177071338180373,-1.6399986743927002,1.6399986743927002,0.17980198017452406,-0.17980198017452406,2,0.0,0
7.0600000000000005,92.90756988294068,0.8898171387828195,-1.6227071290496657,1.6227071290496657,-1.6449986696243286,1.6449986696243286,0.1797575286317717,-0.1797575286317717,2,0.0,0
7.08,92.92536647614031,0.8898171387738147,-1.6277071242812942,1.6277071242812942,-1.649998664855957,1.649998664855957,0.1797085831687374,-0.1797085831687374,2,0.0,0
7.1000000000000005,92.94316306933976,0.8898171387654822,-1.6327071195129226,1.6327071195129226,-1.6549986600875854,1.6549986600875854,0.1796551450090528,-0.1796551450090528,2,0.0,0
7.12,92.96095966253905,0.8898171387577678,-1.637707114744551,1.637707114744551,-1.6599986553192139,1.6599986553192139,0.1795972154886666,-0.1795972154886666,2,0.0,0
7.140000000000001,92.97875625573819,0.889817138750635,-1.6427071099761794,1.6427071099761794,-1.6649986505508423,1.6649986505508423,0.17953479605581102,-0.17953479605581102,2,0.0,0
7.16,92.99655284893718,0.889817138744041,-1.6477071052078078,1.6477071052078078,-1.6699986457824707,1.6699986457824707,0.1794678882709657,-0.1794678882709657,2,0.0,0
7.18,93.01434944213607,0.8898171387379417,-1.6527071004394362,1.6527071004394362,-1.6749986410140991,1.6749986410140991,0.17939649380681846,-0.17939649380681846,2,0.0,0
7.2,93.03214603533483,0.8898171387322972,-1.6577070956710647,1.6577070956710647,-1.6799986362457275,1.6799986362457275,0.17932061444822392,-0.17932061444822392,2,0.0,0
7.22,93.04994262853349,0.8898171387270754,-1.662707090902693,1.662707090902693,-1.684998631477356,1.684998631477356,0.17924025209215838,-0.17924025209215838,2,0.0,0
7.24,93.06773922173203,0.8898171387222475,-1.6677070861343215,1.6677070861343215,-1.6899986267089844,1.6899986267089844,0.17915540874767277,-0.17915540874767277,2,0.0,0
7.26,93.0855358149305,0.8898171387177811,-1.67270708136595,1.67270708136595,-1.6949986219406128,1.6949986219406128,0.17906608653584224,-0.17906608653584224,2,0.0,0
7.28,93.10333240812889,0.8898171387136445,-1.6777070765975783,1.6777070765975783,-1.6999986171722412,1.6999986171722412,0.17897228768971316,-0.17897228768971316,2,0.0,0
7.3,93.12112900132719,0.8898171387098146,-1.6827070718292068,1.6827070718292068,-1.7049986124038696,1.7049986124038696,0.1788740145542473,-0.1788740145542473,2,0.0,0
7.32,93.1389255945254,0.8898171387062741,-1.6877070670608352,1.6877070670608352,-1.709998607635498,1.709998607635498,0.1787712695862633,-0.1787712695862633,2,0.0,0
7.34,93.15672218772357,0.8898171387029961,-1.6927070622924636,1.6927070622924636,-1.7149986028671265,1.7149986028671265,0.17866405535437507,-0.17866405535437507,2,0.0,0
7.36,93.17451878092166,0.8898171386999647,-1.697707057524092,1.697707057524092,-1.7199985980987549,1.7199985980987549,0.17855237453892772,-0.17855237453892772,2,0.0,0
7.38,93.1923153741197,0.8898171386971636,-1.7027070527557204,1.7027070527557204,-1.7249985933303833,1.7249985933303833,0.1784362299319305,-0.1784362299319305,2,0.0,0
7.4,93.21011196731767,0.8898171386945694,-1.7077070479873488,1.7077070479873488,-1.7299985885620117,1.7299985885620117,0.17831562443698695,-0.17831562443698695,2,0.0,0
7.42,93.2279085605156,0.8898171386921753,-1.7127070432189773,1.7127070432189773,-1.7349985837936401,1.7349985837936401,0.1781905610692225,-0.1781905610692225,2,0.0,0
7.44,93.24570515371347,0.8898171386899665,-1.7177070384506057,1.7177070384506057,-1.7399985790252686,1.7399985790252686,0.1780610429552088,-0.1780610429552088,2,0.0,0
7.46,93.26350174691132,0.8898171386879237,-1.722707033682234,1.722707033682234,-1.744998574256897,1.744998574256897,0.1779270733328858,-0.1779270733328858,2,0.0,0
7.48,93.28129834010913,0.889817138686032,-1.7277070289138625,1.7277070289138625,-1.7499985694885254,1.7499985694885254,0.17778865555148068,-0.17778865555148068,2,0.0,0
7.5,93.29909493330689,0.889817138684282,-1.732707024145491,1.732707024145491,-1.7549985647201538,1.7549985647201538,0.1776457930714242,-0.1776457930714242,2,0.0,0
7.5200000000000005,93.31689152650462,0.8898171386826664,-1.7377070193771194,1.7377070193771194,-1.7599985599517822,1.7599985599517822,0.17749848946426405,-0.17749848946426405,2,0.0,0
7.54,93.33468811970232,0.8898171386811736,-1.7427070146087478,1.7427070146087478,-1.7649985551834106,1.7649985551834106,0.17734674841257578,-0.17734674841257578,2,0.0,0
7.5600000000000005,93.35248471290001,0.8898171386797904,-1.7477070098403762,1.7477070098403762,-1.769998550415039,1.769998550415039,0.17719057370987049,-0.17719057370987049,2,0.0,0
7.58,93.37028130609765,0.8898171386785086,-1.7527070050720046,1.7527070050720046,-1.7749985456466675,1.7749985456466675,0.1770299692605002,-0.1770299692605002,2,0.0,0
7.6000000000000005,93.38807789929527,0.8898171386773238,-1.757707000303633,1.757707000303633,-1.779998540878296,1.779998540878296,0.17686493907956008,-0.17686493907956008,2,0.0,0
7.62,93.40587449249287,0.8898171386762312,-1.7627069955352614,1.7627069955352614,-1.7849985361099243,1.7849985361099243,0.17669548729278825,-0.17669548729278825,2,0.0,0
7.640000000000001,93.42367108569046,0.8898171386752173,-1.7677069907668899,1.7677069907668899,-1.7899985313415527,1.7899985313415527,0.17652161813646242,-0.17652161813646242,2,0.0,0
7.66,93.44146767888803,0.8898171386742783,-1.7727069859985183,1.7727069859985183,-1.7949985265731812,1.7949985265731812,0.17634333595729418,-0.17634333595729418,2,0.0,0
7.68,93.45926427208558,0.8898171386734063,-1.7777069812301467,1.7777069812301467,-1.7999985218048096,1.7999985218048096,0.17616064521232022,-0.17616064521232022,2,0.0,0
7.7,93.47706086528311,0.889817138672594,-1.7827069764617751,1.7827069764617751,-1.804998517036438,1.804998517036438,0.17597355046879093,-0.17597355046879093,2,0.0,0
7.72,93.49485745848061,0.8898171386718442,-1.7877069716934035,1.7877069716934035,-1.8099985122680664,1.8099985122680664,0.17578205640405623,-0.17578205640405623,2,0.0,0
7.74,93.51265405167811,0.8898171386711535,-1.792706966925032,1.792706966925032,-1.8149985074996948,1.8149985074996948,0.17558616780544864,-0.17558616780544864,2,0.0,0
7.76,93.53045064487559,0.8898171386705163,-1.7977069621566604,1.7977069621566604,-1.8199985027313232,1.8199985027313232,0.1753858895701636,-0.1753858895701636,2,0.0,0
7.78,93.54824723807306,0.8898171386699278,-1.8027069573882888,1.8027069573882888,-1.8249984979629517,1.8249984979629517,0.17518122670513697,-0.17518122670513697,2,0.0,0
7.8,93.56604383127053,0.8898171386693817,-1.8077069526199172,1.8077069526199172,-1.82999849319458,1.82999849319458,0.17497218432691997,-0.17497218432691997,2,0.0,0
7.82,93.583840424468,0.8898171386688734,-1.8127069478515456,1.8127069478515456,-1.8349984884262085,1.8349984884262085,0.17475876766155124,-0.17475876766155124,2,0.0,0
7.84,93.60163701766544,0.8898171386683988,-1.817706943083174,1.817706943083174,-1.839998483657837,1.839998483657837,0.17454098204442609,-0.17454098204442609,2,0.0,0
7.86,93.61943361086287,0.8898171386679591,-1.8227069383148025,1.8227069383148025,-1.8449984788894653,1.8449984788894653,0.17431883292016317,-0.17431883292016317,2,0.0,0
7.88,93.63723020406029,0.8898171386675539,-1.8277069335464309,1.8277069335464309,-1.8499984741210938,1.8499984741210938,0.17409232584246853,-0.17409232584246853,2,0.0,0
7.9,93.6550267972577,0.8898171386671798,-1.8327069287780593,1.8327069287780593,-1.8549984693527222,1.8549984693527222,0.17386146647399645,-0.17386146647399645,2,0.0,0
7.92,93.67282339045512,0.8898171386668315,-1.8377069240096877,1.8377069240096877,-1.8599984645843506,1.8599984645843506,0.1736262605862081,-0.1736262605862081,2,0.0,0
7.94,93.69061998365251,0.8898171386665097,-1.8427069192413161,1.8427069192413161,-1.864998459815979,1.864998459815979,0.17338671405922723,-0.17338671405922723,2,0.0,0
7.96,93.7084165768499,0.8898171386662196,-1.8477069144729446,1.8477069144729446,-1.8699984550476074,1.8699984550476074,0.17314283288169313,-0.17314283288169313,2,0.0,0
7.98,93.72621317004729,0.8898171386659522,-1.852706909704573,1.852706909704573,-1.8749984502792358,1.8749984502792358,0.17289462315061088,-0.17289462315061088,2,0.0,0
8.0,93.74400976324466,0.8898171386657081,-1.8577069049362014,1.8577069049362014,-1.8799984455108643,1.8799984455108643,0.17264209107119904,-0.17264209107119904,2,0.0,0
8.02,93.76180635644204,0.8898171386654884,-1.8627069001678298,1.8627069001678298,-1.8849984407424927,1.8849984407424927,0.17238524295673432,-0.17238524295673432,2,0.0,0
8.040000000000001,93.77960294963941,0.8898171386652849,-1.8677068953994582,1.8677068953994582,-1.889998435974121,1.889998435974121,0.17212408522839404,-0.17212408522839404,2,0.0,0
8.06,93.79739954283679,0.8898171386650945,-1.8727068906310866,1.8727068906310866,-1.8949984312057495,1.8949984312057495,0.17185862441509528,-0.17185862441509528,2,0.0,0
8.08,93.81519613603415,0.8898171386649163,-1.877706885862715,1.877706885862715,-1.899998426437378,1.899998426437378,0.17158886715333194,-0.17158886715333194,2,0.0,0
8.1,93.8329927292315,0.889817138664756,-1.8827068810943435,1.8827068810943435,-1.9049984216690063,1.9049984216690063,0.17131482018700867,-0.17131482018700867,2,0.0,0
8.120000000000001,93.85078932242887,0.8898171386646071,-1.887706876325972,1.887706876325972,-1.9099984169006348,1.9099984169006348,0.1710364903672722,-0.1710364903672722,2,0.0,0
8.14,93.86858591562623,0.8898171386644673,-1.8927068715576003,1.8927068715576003,-1.9149984121322632,1.9149984121322632,0.17075388465234032,-0.17075388465234032,2,0.0,0
8.16,93.88638250882359,0.8898171386643361,-1.8977068667892287,1.8977068667892287,-1.9199984073638916,1.9199984073638916,0.17046701010732773,-0.17046701010732773,2,0.0,0
8.18,93.90417910202095,0.8898171386642143,-1.9027068620208571,1.9027068620208571,-1.92499840259552,1.92499840259552,0.17017587390406935,-0.17017587390406935,2,0.0,0
8.2,93.92197569521831,0.8898171386640966,-1.9077068572524856,1.9077068572524856,-1.9299983978271484,1.9299983978271484,0.16988048332094133,-0.16988048332094133,2,0.0,0
8.22,93.93977228841567,0.8898171386639817,-1.912706852484114,1.912706852484114,-1.9349983930587769,1.9349983930587769,0.16958084574267868,-0.16958084574267868,2,0.0,0
8.24,93.95756888161303,0.8898171386638724,-1.9177068477157424,1.9177068477157424,-1.9399983882904053,1.9399983882904053,0.169276968660191,-0.169276968660191,2,0.0,0
8.26,93.97536547481037,0.8898171386637714,-1.9227068429473708,1.9227068429473708,-1.9449983835220337,1.9449983835220337,0.16896885967037506,-0.16896885967037506,2,0.0,0
8.28,93.99316206800772,0.8898171386636773,-1.9277068381789992,1.9277068381789992,-1.949998378753662,1.949998378753662,0.1686565264759248,-0.1686565264759248,2,0.0,0
8.3,94.01095866120507,0.8898171386635887,-1.9327068334106277,1.9327068334106277,-1.9549983739852905,1.9549983739852905,0.168339976885139,-0.168339976885139,2,0.0,0
8.32,94.02875525440241,0.8898171386635078,-1.937706828642256,1.937706828642256,-1.959998369216919,1.959998369216919,0.16801921881172577,-0.16801921881172577,2,0.0,0
8.34,94.04655184759976,0.8898171386634299,-1.9427068238738845,1.9427068238738845,-1.9649983644485474,1.9649983644485474,0.167694260274605,-0.167694260274605,2,0.0,0
8.36,94.0643484407971,0.8898171386633545,-1.947706819105513,1.947706819105513,-1.9699983596801758,1.9699983596801758,0.16736510939770768,-0.16736510939770768,2,0.0,0
8.38,94.08214503399445,0.8898171386632822,-1.9527068143371413,1.9527068143371413,-1.9749983549118042,1.9749983549118042,0.1670317744097729,-0.1670317744097729,2,0.0,0
8.4,94.0999416271918,0.8898171386632137,-1.9577068095687697,1.9577068095687697,-1.9799983501434326,1.9799983501434326,0.1666942636441421,-0.1666942636441421,2,0.0,0
8.42,94.11773822038914,0.8898171386631468,-1.9627068048003982,1.9627068048003982,-1.984998345375061,1.984998345375061,0.16635258553855076,-0.16635258553855076,2,0.0,0
8.44,94.13553481358649,0.8898171386630799,-1.9677068000320266,1.9677068000320266,-1.9899983406066895,1.9899983406066895,0.1660067486349174,-0.1660067486349174,2,0.0,0
8.46,94.15333140678383,0.8898171386630171,-1.972706795263655,1.972706795263655,-1.9949983358383179,1.9949983358383179,0.16565676157913012,-0.16565676157913012,2,0.0,0
8.48,94.17112799998117,0.8898171386629569,-1.9777067904952834,1.9777067904952834,-1.9999983310699463,1.9999983310699463,0.16530263312083043,-0.16530263312083043,2,0.0,0
8.5,94.1889245931785,0.889817138662902,-1.9827067857269118,1.9827067857269118,-2.0049984455108643,2.0049984455108643,0.16494437211319443,-0.16494437211319443,2,0.0,0
8.52,94.20672118659203,0.8898171637516396,-1.9877068076971982,1.9877068076971982,-2.0099985599517822,2.0099985599517822,0.16458198556376422,-0.16458198556376422,2,0.0,0
8.540000000000001,94.22451778110457,0.8898172453260471,-1.9927068504086585,1.9927068504086585,-2.0149986743927,2.0149986743927,0.16421548290826032,-0.16421548290826032,2,0.0,0
8.56,94.242314378057,0.8898174004061328,-1.9977069092090447,1.9977069092090447,-2.019998788833618,2.019998788833618,0.16384487360497538,-0.16384487360497538,2,0.0,0
8.58,94.26011097901122,0.8898176359434596,-2.0027069804896094,2.0027069804896094,-2.024998903274536,2.024998903274536,0.16347016715167068,-0.16347016715167068,2,0.0,0
8.6,94.2779075855864,0.8898179520194887,-2.0077070614510464,2.0077070614510464,-2.029999017715454,2.029999017715454,0.16309137309882865,-0.16309137309882865,2,0.0,0
8.620000000000001,94.29570419934932,0.8898183442008399,-2.0127071499219342,2.0127071499219342,-2.034999132156372,2.034999132156372,0.1627085010600332,-0.1627085010600332,2,0.0,0
8.64,94.31350082174416,0.8898188052565547,-2.017707244217903,2.017707244217903,-2.03999924659729,2.03999924659729,0.16232156072008627,-0.16232156072008627,2,0.0,0
8.66,94.33129745405121,0.8898193263943257,-2.022707343032387,2.022707343032387,-2.044999361038208,2.044999361038208,0.1619305618413415,-0.1619305618413415,2,0.0,0
8.68,94.34909409736609,0.8898198981358109,-2.0277074453518815,2.0277074453518815,-2.049999475479126,2.049999475479126,0.16153551426863264,-0.16153551426863264,2,0.0,0
8.700000000000001,94.36689075259305,0.8898205109227242,-2.032707550390213,2.032707550390213,-2.054999589920044,2.054999589920044,0.16113642793309527,-0.16113642793309527,2,0.0,0
8.72,94.38468742044842,0.8898211555234473,-2.0377076575375455,2.0377076575375455,-2.059999704360962,2.059999704360962,0.1607333128551174,-0.1607333128551174,2,0.0,0
8.74,94.40248410147005,0.8898218232931914,-2.0427077663208304,2.0427077663208304,-2.06499981880188,2.06499981880188,0.16032617914660346,-0.16032617914660346,2,0.0,0
8.76,94.42028079603111,0.8898225063276799,-2.047707876373123,2.047707876373123,-2.069999933242798,2.069999933242798,0.1599150370126979,-0.1599150370126979,2,0.0,0
8.78,94.4380775043558,0.8898231975406188,-2.052707987409785,2.052707987409785,-2.075000047683716,2.075000047683716,0.15949989675308326,-0.15949989675308326,2,0.0,0
8.8,94.45587422653607,0.8898238906875157,-2.057708099210022,2.057708099210022,-2.080000162124634,2.080000162124634,0.15908076876294283,-0.15908076876294283,2,0.0,0
8.82,94.47367096254833,0.8898245803527188,-2.0627082116025637,2.0627082116025637,-2.0850002765655518,2.0850002765655518,0.15865766353365937,-0.15865766353365937,2,0.0,0
8.84,94.49146771226967,0.8898252619121475,-2.067708324454556,2.067708324454556,-2.0900003910064697,2.0900003910064697,0.1582305916533056,-0.1582305916533056,2,0.0,0
8.86,94.50926447549311,0.8898259314808775,-2.072708437662945,2.072708437662945,-2.0950005054473877,2.0950005054473877,0.15779956380697066,-0.15779956380697066,2,0.0,0
8.88,94.52706125194169,0.889826585852127,-2.07770855114779,2.07770855114779,-2.1000006198883057,2.1000006198883057,0.1573645907769571,-0.1573645907769571,2,0.0,0
8.9,94.5448580412813,0.8898272224324484,-2.082708664847083,2.082708664847083,-2.1050007343292236,2.1050007343292236,0.15692568344287564,-0.15692568344287564,2,0.0,0
8.92,94.56265484313232,0.8898278391763532,-2.087708778712722,2.087708778712722,-2.1100008487701416,2.1100008487701416,0.1564828527816592,-0.1564828527816592,2,0.0,0
8.94,94.58045165707969,0.8898284345226571,-2.092708892707396,2.092708892707396,-2.1150009632110596,2.1150009632110596,0.15603610986751262,-0.15603610986751262,2,0.0,0
8.96,94.59824848268202,0.8898290073340606,-2.0977090068021633,2.0977090068021633,-2.1200010776519775,2.1200010776519775,0.15558546587181207,-0.15558546587181207,2,0.0,0
8.98,94.6160453194794,0.8898295568407306,-2.1027091209745716,2.1027091209745716,-2.1250011920928955,2.1250011920928955,0.15513093206296386,-0.15513093206296386,2,0.0,0
9.0,94.63384216700013,0.889830082588516,-2.1077092352072073,2.1077092352072073,-2.1300013065338135,2.1300013065338135,0.15467251980623084,-0.15467251980623084,2,0.0,0
9.02,94.65163902476652,0.8898305843918787,-2.1127093494865603,2.1127093494865603,-2.1350014209747314,2.1350014209747314,0.15421024056353352,-0.15421024056353352,2,0.0,0
9.040000000000001,94.66943589229984,0.8898310622915597,-2.1177094638021523,2.1177094638021523,-2.1400015354156494,2.1400015354156494,0.15374410589322984,-0.15374410589322984,2,0.0,0
9.06,94.68723276912431,0.889831516516831,-2.122709578145855,2.122709578145855,-2.1450016498565674,2.1450016498565674,0.1532741274498785,-0.1532741274498785,2,0.0,0
9.08,94.70502965477054,0.8898319474521063,-2.127709692511363,2.127709692511363,-2.1500017642974854,2.1500017642974854,0.1528003169839888,-0.1528003169839888,2,0.0,0
9.1,94.72282654877829,0.8898323556075778,-2.1327098068937858,2.1327098068937858,-2.1550018787384033,2.1550018787384033,0.1523226863417585,-0.1523226863417585,2,0.0,0
9.120000000000001,94.74062345069864,0.8898327415935985,-2.137709921289329,2.137709921289329,-2.1600019931793213,2.1600019931793213,0.15184124746480318,-0.15184124746480318,2,0.0,0
9.14,94.75842036009587,0.8898331060984286,-2.1427100356950493,2.1427100356950493,-2.1650021076202393,2.1650021076202393,0.15135601238987723,-0.15135601238987723,2,0.0,0
9.16,94.77621727654865,0.8898334498690427,-2.1477101501086646,2.1477101501086646,-2.1700022220611572,2.1700022220611572,0.15086699324858835,-0.15086699324858835,2,0.0,0
9.18,94.79401419965116,0.8898337736947017,-2.152710264528404,2.152710264528404,-2.175002336502075,2.175002336502075,0.1503742022671064,-0.1503742022671064,2,0.0,0
9.200000000000001,94.81181112901365,0.8898340783929475,-2.1577103789528937,2.1577103789528937,-2.180002450942993,2.180002450942993,0.1498776517658672,-0.1498776517658672,2,0.0,0
9.22,94.82960806426291,0.8898343647977552,-2.162710493381069,2.162710493381069,-2.185002565383911,2.185002565383911,0.14937735415927184,-0.14937735415927184,2,0.0,0
9.24,94.84740500504257,0.8898346337496282,-2.167710607812102,2.167710607812102,-2.190002679824829,2.190002679824829,0.14887332195538241,-0.14887332195538241,2,0.0,0
9.26,94.86520195101299,0.8898348860873176,-2.1727107222453523,2.1727107222453523,-2.195002794265747,2.195002794265747,0.1483655677556134,-0.1483655677556134,2,0.0,0
